year,as_of,symbol,cik,identity_tier,identity_status,revenue,revenue_fresh,operating_income,operating_income_fresh,net_income,net_income_fresh,equity,equity_fresh,cash,cash_fresh,long_term_debt,long_term_debt_fresh,operating_cash_flow,operating_cash_flow_fresh,capex,capex_fresh,shares,shares_fresh,depreciation,depreciation_fresh,roic_inputs,fcf_inputs,missing_concepts
2011,2011-12-31,AN,0000350698,confirmed_by_multiple_evidence,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2011,2011-12-31,ANDV,0000050104,corroborated_candidate,resolved,False,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,revenue;long_term_debt
2011,2011-12-31,ANF,0001018840,corroborated_candidate,resolved,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,net_income
2011,2011-12-31,ANRZQ,,,unresolved,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,revenue;operating_income;net_income;equity;cash;long_term_debt;operating_cash_flow;capex;shares;depreciation
2011,2011-12-31,AON,0000315293,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,
2011,2011-12-31,APA,,,unresolved,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,revenue;operating_income;net_income;equity;cash;long_term_debt;operating_cash_flow;capex;shares;depreciation
2011,2011-12-31,APC,0000773910,confirmed_by_multiple_evidence,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2011,2011-12-31,APD,0000002969,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2011,2011-12-31,APH,0000820313,corroborated_candidate,resolved,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,revenue
2011,2011-12-31,APOL,0000929887,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,False,True,long_term_debt
2011,2011-12-31,ARG,0000804212,confirmed_by_multiple_evidence,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,depreciation
2011,2011-12-31,ARNC,,,ambiguous,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,revenue;operating_income;net_income;equity;cash;long_term_debt;operating_cash_flow;capex;shares;depreciation
2011,2011-12-31,ATGE,,,unresolved,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,revenue;operating_income;net_income;equity;cash;long_term_debt;operating_cash_flow;capex;shares;depreciation
2011,2011-12-31,ATI,0001018963,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,True,True,False,False,long_term_debt;capex
2011,2011-12-31,AVB,0000915912,corroborated_candidate,resolved,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,operating_income;depreciation
2011,2011-12-31,AVP,0000008868,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2011,2011-12-31,AVY,0000008818,corroborated_candidate,resolved,True,True,False,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True,False,False,False,True,operating_income;long_term_debt;depreciation
2011,2011-12-31,AXP,0000004962,confirmed_by_multiple_evidence,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2011,2011-12-31,AZO,0000866787,confirmed_by_multiple_evidence,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2011,2011-12-31,BA,0000012927,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,long_term_debt
2011,2011-12-31,BAC,0000070858,corroborated_candidate,resolved,True,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,False,operating_income;capex;depreciation
2011,2011-12-31,BAX,0000010456,confirmed_by_multiple_evidence,resolved,True,True,False,False,True,True,True,True,True,True,False,False,True,True,False,False,True,True,True,True,False,False,operating_income;long_term_debt;capex
2011,2011-12-31,BBBY,0000886158,corroborated_candidate,resolved,False,False,True,True,False,False,True,True,True,True,False,False,True,True,True,True,True,True,False,False,False,True,revenue;net_income;long_term_debt;depreciation
2011,2011-12-31,BBT,0000092230,corroborated_candidate,resolved,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,revenue;operating_income;depreciation
2011,2011-12-31,BBY,0000764478,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,depreciation
2011,2011-12-31,BCR,0000009892,confirmed_by_multiple_evidence,resolved,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,operating_income
2011,2011-12-31,BDX,0000010795,corroborated_candidate,resolved,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2011,2011-12-31,BEAM,0000789073,confirmed_by_multiple_evidence,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,depreciation
2011,2011-12-31,BEN,0000038777,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2011,2011-12-31,BF-B,0000014693,corroborated_candidate,resolved,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,revenue;shares
2011,2011-12-31,BHGE,,,unresolved,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,revenue;operating_income;net_income;equity;cash;long_term_debt;operating_cash_flow;capex;shares;depreciation
2011,2011-12-31,BIG,0000768835,corroborated_candidate,resolved,False,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,revenue;long_term_debt
2011,2011-12-31,BIIB,0000875045,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2011,2011-12-31,BK,0001390777,confirmed_by_multiple_evidence,resolved,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,operating_income
2011,2011-12-31,BKNG,0001075531,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,long_term_debt
2011,2011-12-31,BLK,,,unresolved,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,revenue;operating_income;net_income;equity;cash;long_term_debt;operating_cash_flow;capex;shares;depreciation
2011,2011-12-31,BLL,0000009389,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2011,2011-12-31,BMC,0000835729,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,
2011,2011-12-31,BMS,0000011199,corroborated_candidate,resolved,False,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,revenue;long_term_debt
2011,2011-12-31,BMY,0000014272,corroborated_candidate,resolved,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,operating_income;depreciation
2011,2011-12-31,BRCM,0001054374,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,shares
2011,2011-12-31,BRK-B,,,ambiguous,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,revenue;operating_income;net_income;equity;cash;long_term_debt;operating_cash_flow;capex;shares;depreciation
2011,2011-12-31,BSX,0000885725,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2011,2011-12-31,BTUUQ,,,unresolved,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,revenue;operating_income;net_income;equity;cash;long_term_debt;operating_cash_flow;capex;shares;depreciation
2011,2011-12-31,BWA,0000908255,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,capex
2011,2011-12-31,BXP,0001037540,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,long_term_debt
2011,2011-12-31,C,0000831001,corroborated_candidate,resolved,True,True,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,operating_income;cash
2011,2011-12-31,CA,0000356028,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2011,2011-12-31,CAG,0000023217,corroborated_candidate,resolved,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,revenue
2011,2011-12-31,CAH,0000721371,confirmed_by_multiple_evidence,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2011,2011-12-31,CAM,0000941548,corroborated_candidate,resolved,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,operating_income
2011,2011-12-31,CAT,0000018230,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,False,capex
2011,2011-12-31,CB,,,ambiguous,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,revenue;operating_income;net_income;equity;cash;long_term_debt;operating_cash_flow;capex;shares;depreciation
2011,2011-12-31,CBE,0001141982,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,capex
2011,2011-12-31,CBRE,,,ambiguous,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,revenue;operating_income;net_income;equity;cash;long_term_debt;operating_cash_flow;capex;shares;depreciation
2011,2011-12-31,CBS,0000813828,corroborated_candidate,resolved,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,net_income
2011,2011-12-31,CCE,0001491675,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2011,2011-12-31,CCL,0000815097,corroborated_candidate,resolved,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2011,2011-12-31,CEG,0001004440,corroborated_candidate,resolved,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,net_income
2011,2011-12-31,CELG,0000816284,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,False,capex;depreciation
2011,2011-12-31,CERN,0000804753,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2011,2011-12-31,CF,0001324404,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2011,2011-12-31,CFN,0001457543,confirmed_by_multiple_evidence,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,capex
2011,2011-12-31,CHK,0000895126,confirmed_by_multiple_evidence,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,capex
2011,2011-12-31,CHRW,0001043277,confirmed_by_multiple_evidence,resolved,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,long_term_debt
2011,2011-12-31,CI,,,unresolved,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,revenue;operating_income;net_income;equity;cash;long_term_debt;operating_cash_flow;capex;shares;depreciation
2011,2011-12-31,CINF,0000020286,confirmed_by_multiple_evidence,resolved,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,operating_income
2011,2011-12-31,CL,0000021665,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,capex
2011,2011-12-31,CLF,,,unresolved,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,revenue;operating_income;net_income;equity;cash;long_term_debt;operating_cash_flow;capex;shares;depreciation
2011,2011-12-31,CLX,0000021076,corroborated_candidate,resolved,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,operating_income
2011,2011-12-31,CMA,0000028412,corroborated_candidate,resolved,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,False,revenue;operating_income;net_income;capex
2011,2011-12-31,CMCSA,0001166691,confirmed_by_multiple_evidence,resolved,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,False,True,long_term_debt
2011,2011-12-31,CME,0001156375,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,False,True,long_term_debt
2011,2011-12-31,CMG,0001058090,corroborated_candidate,resolved,False,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,revenue;long_term_debt
2011,2011-12-31,CMI,0000026172,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2011,2011-12-31,CMS,0000811156,confirmed_by_multiple_evidence,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,capex
2011,2011-12-31,CNP,0001130310,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,capex
2011,2011-12-31,CNX,0001070412,corroborated_candidate,resolved,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2011,2011-12-31,COF,0000927628,confirmed_by_multiple_evidence,resolved,True,True,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,operating_income;cash
2011,2011-12-31,COG,0000858470,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,capex
2011,2011-12-31,COL,0001137411,corroborated_candidate,resolved,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,
2011,2011-12-31,COP,0001163165,corroborated_candidate,resolved,True,True,False,False,True,True,True,True,True,True,False,False,True,True,False,False,True,True,True,True,False,False,operating_income;long_term_debt;capex
2011,2011-12-31,COST,0000909832,confirmed_by_multiple_evidence,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2011,2011-12-31,COV,0001385187,confirmed_by_multiple_evidence,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2011,2011-12-31,CPB,0000016732,corroborated_candidate,resolved,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,revenue
2011,2011-12-31,CPWR,,,unresolved,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,revenue;operating_income;net_income;equity;cash;long_term_debt;operating_cash_flow;capex;shares;depreciation
2011,2011-12-31,CRM,0001108524,confirmed_by_multiple_evidence,resolved,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,long_term_debt
2011,2011-12-31,CSCO,0000858877,confirmed_by_multiple_evidence,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,depreciation
2011,2011-12-31,CSX,0000277948,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,depreciation
2011,2011-12-31,CTAS,0000723254,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,depreciation
2011,2011-12-31,CTL,0000018926,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2011,2011-12-31,CTSH,0001058290,confirmed_by_multiple_evidence,resolved,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,long_term_debt
2011,2011-12-31,CTXS,0000877890,confirmed_by_multiple_evidence,resolved,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,False,False,False,True,long_term_debt;depreciation
2011,2011-12-31,CVC,0001053112,corroborated_candidate,resolved,False,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,False,True,revenue;long_term_debt
2011,2011-12-31,CVH,0001054833,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2011,2011-12-31,CVS,0000064803,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2011,2011-12-31,CVX,0000093410,corroborated_candidate,resolved,True,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,operating_income;capex
2011,2011-12-31,D,,,unresolved,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,revenue;operating_income;net_income;equity;cash;long_term_debt;operating_cash_flow;capex;shares;depreciation
2011,2011-12-31,DD,0000030554,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,depreciation
2011,2011-12-31,DE,0000315189,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2011,2011-12-31,DELL,0000826083,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,depreciation
2011,2011-12-31,DF,0000931336,confirmed_by_multiple_evidence,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2011,2011-12-31,DFS,0001393612,corroborated_candidate,resolved,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,revenue;operating_income
2011,2011-12-31,DGX,0001022079,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2011,2011-12-31,DHI,0000882184,corroborated_candidate,resolved,True,True,False,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True,False,False,False,True,operating_income;long_term_debt;depreciation
2011,2011-12-31,DHR,0000313616,confirmed_by_multiple_evidence,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2011,2011-12-31,DIS,,,unresolved,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,revenue;operating_income;net_income;equity;cash;long_term_debt;operating_cash_flow;capex;shares;depreciation
2011,2011-12-31,DISCA,0001437107,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,
2011,2011-12-31,DLTR,0000935703,corroborated_candidate,resolved,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,revenue
2011,2011-12-31,DNB,0001115222,confirmed_by_multiple_evidence,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2011,2011-12-31,DNR,0000945764,corroborated_candidate,resolved,True,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,operating_income;capex
2011,2011-12-31,DO,0000949039,confirmed_by_multiple_evidence,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,depreciation
2011,2011-12-31,DOV,0000029905,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2011,2011-12-31,DOW,0000029915,corroborated_candidate,resolved,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,operating_income
2011,2011-12-31,DRI,0000940944,corroborated_candidate,resolved,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,operating_income
2011,2011-12-31,DTE,0000936340,corroborated_candidate,resolved,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,revenue;capex
2011,2011-12-31,DTV,0001465112,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2011,2011-12-31,DUK,0001326160,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2011,2011-12-31,DVA,0000927066,confirmed_by_multiple_evidence,resolved,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,revenue
2011,2011-12-31,DVN,0001090012,corroborated_candidate,resolved,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,operating_income
2011,2011-12-31,DXC,,,unresolved,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,revenue;operating_income;net_income;equity;cash;long_term_debt;operating_cash_flow;capex;shares;depreciation
2011,2011-12-31,EA,,,ambiguous,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,revenue;operating_income;net_income;equity;cash;long_term_debt;operating_cash_flow;capex;shares;depreciation
2011,2011-12-31,EBAY,0001065088,confirmed_by_multiple_evidence,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2011,2011-12-31,ECL,0000031462,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2011,2011-12-31,ED,0001047862,confirmed_by_multiple_evidence,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2011,2011-12-31,EFX,0000033185,confirmed_by_multiple_evidence,resolved,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,revenue;capex
2011,2011-12-31,EIX,0000827052,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,depreciation
2011,2011-12-31,EL,0001001250,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,shares
2011,2011-12-31,EMC,0000790070,confirmed_by_multiple_evidence,resolved,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,long_term_debt
2011,2011-12-31,EMN,0000915389,corroborated_candidate,resolved,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,revenue
2011,2011-12-31,EMR,0000032604,corroborated_candidate,resolved,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,operating_income
2011,2011-12-31,EOG,0000821189,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,capex
2011,2011-12-31,EP,0001066107,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,True,True,False,False,long_term_debt;capex
2011,2011-12-31,EQR,0000906107,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,False,False,False,True,long_term_debt;depreciation
2011,2011-12-31,EQT,0000033213,corroborated_candidate,resolved,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,revenue;net_income
2011,2011-12-31,ES,0000072741,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,cash
2011,2011-12-31,ESRX,0001532063,confirmed_by_multiple_evidence,resolved,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,revenue;operating_income;net_income;equity;cash;long_term_debt;operating_cash_flow;capex;shares;depreciation
2011,2011-12-31,ETFC,0001015780,corroborated_candidate,resolved,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,revenue
2011,2011-12-31,ETN,0001551182,confirmed_by_multiple_evidence,resolved,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,revenue;operating_income;net_income;equity;cash;long_term_debt;operating_cash_flow;capex;shares;depreciation
2011,2011-12-31,ETR,0000065984,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2011,2011-12-31,EW,0001099800,corroborated_candidate,resolved,True,True,False,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,operating_income;net_income
2011,2011-12-31,EXC,0001109357,confirmed_by_multiple_evidence,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2011,2011-12-31,EXPD,0000746515,confirmed_by_multiple_evidence,resolved,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,True,True,False,False,long_term_debt;capex
2011,2011-12-31,EXPE,0001324424,confirmed_by_multiple_evidence,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,shares;depreciation
2011,2011-12-31,F,0000037996,confirmed_by_multiple_evidence,resolved,True,True,False,False,True,True,True,True,True,True,False,False,True,True,False,False,True,True,False,False,False,False,operating_income;long_term_debt;capex;depreciation
2011,2011-12-31,FAST,0000815556,confirmed_by_multiple_evidence,resolved,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,False,False,False,True,long_term_debt;depreciation
2011,2011-12-31,FCX,0000831259,corroborated_candidate,resolved,False,False,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,False,revenue;capex;depreciation
2011,2011-12-31,FDO,0000034408,confirmed_by_multiple_evidence,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2011,2011-12-31,FDX,0001048911,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,capex
2011,2011-12-31,FE,0001031296,corroborated_candidate,resolved,True,False,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,True,True,False,False,long_term_debt;capex
2011,2011-12-31,FFIV,0001048695,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,long_term_debt
2011,2011-12-31,FHN,0000036966,corroborated_candidate,resolved,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,operating_income;depreciation
2011,2011-12-31,FII,0001056288,confirmed_by_multiple_evidence,resolved,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,False,True,True,False,True,long_term_debt;shares
2011,2011-12-31,FIS,0001136893,corroborated_candidate,resolved,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,revenue
2011,2011-12-31,FISV,0000798354,confirmed_by_multiple_evidence,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,depreciation
2011,2011-12-31,FITB,0000035527,confirmed_by_multiple_evidence,resolved,False,False,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,revenue;operating_income;cash
2011,2011-12-31,FLIR,0000354908,confirmed_by_multiple_evidence,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2011,2011-12-31,FLR,0001124198,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,depreciation
2011,2011-12-31,FLS,0000030625,corroborated_candidate,resolved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,False,capex;depreciation
